experiment_id,run_iteration,gen,total_episodes,score,lr,batch_size,gamma,epsilon,Max Iteration Episode,Iteration time
mu09_01,18,53,4240,122.5,0.00099,1000,0.822,0.8435,,
mu09_01,18,54,4320,113.9,0.00628,999,0.969,0.9552,,
mu09_01,18,55,4400,107.1,0.00987,1000,0.892,0.7086,,
mu09_01,18,56,4480,110,0.00987,1000,0.892,0.7086,,
mu09_01,18,57,4560,238.8,0.00144,1004,0.801,0.6555,,
mu09_01,18,58,4640,239,0.00629,1023,0.853,0.86,,
mu09_01,18,59,4720,127,0.00067,996,0.821,0.7535,,
mu09_01,18,60,4800,155.5,0.00421,991,0.965,0.99,,
mu09_01,18,61,4880,144.8,0.00345,1023,0.801,0.9554,,
mu09_01,18,62,4960,208.4,0.00345,1023,0.801,0.9554,,
mu09_01,18,63,5040,125,0.00012,955,0.997,0.5543,,
mu09_01,18,64,5120,207.6,0.0091,286,0.933,0.9965,,
mu09_01,18,65,5200,272.5,0.00914,116,0.999,0.4802,,
mu09_01,18,66,5280,301.2,0.00177,1019,0.983,0.907,,
mu09_01,18,67,5360,227.7,0.00046,675,0.98,0.7699,,
mu09_01,18,68,5440,198.6,0.00119,1010,0.98,0.7805,,
mu09_01,18,69,5520,119.1,0.00998,1023,0.996,0.2333,,
mu09_01,18,70,5600,128.2,0.00017,967,0.994,0.9859,,
mu09_01,18,71,5680,205.3,0.00632,987,0.999,0.6937,,
mu09_01,18,72,5760,266.4,0.00375,1021,0.974,0.9458,,
mu09_01,18,73,5840,137.3,0.00298,1023,0.973,0.9469,,
mu09_01,18,74,5920,138.6,0.00298,1023,0.973,0.9469,,
mu09_01,18,75,6000,128.7,0.00298,1023,0.973,0.9469,,
mu09_01,18,76,6080,319.7,0.00481,992,0.984,0.1384,,
mu09_01,18,77,6160,200.5,0.00103,814,0.998,0.6423,,
mu09_01,18,78,6240,200.9,0.0001,1010,0.993,0.9321,,
mu09_01,18,79,6320,208.3,0.00325,919,0.997,0.9988,,
mu09_01,18,80,6400,248,0.00325,919,0.997,0.9988,,
mu09_01,18,81,6480,225.1,0.00227,1003,0.999,0.6184,,
